BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0001672	BGC0001672	[Flexibacter] sp. ATCC 35103 novel monobactam biosynthesis gene cluster, complete sequence; adenylyl-sulfate kinase (APSK) (FlavM3h), sulfotransferase (FlavM3g), monobactam NRPS scaffold 4 (FlavM3f), penicillin binding transpeptidase (FlavM3e), monobactam NRPS scaffold 3 (FlavM3d), monobactam CAS + adolase (Class II) (FlavM3c), and monobactam NRPS scaffold 2 (FlavM3b) genes, complete cds; and monobactam NRPS scaffold 1 (FlavM3a) gene, partial cds	NRPS	NRPS	[Flexibacter] sp. ATCC 35103	Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,unclassified Flavobacterium
BGC0001674	BGC0001674	Streptomyces mirabilis strain OK461 genome assembly, contig: Ga0007938_103, whole genome shotgun sequence	lassopeptide	RiPPs	Streptomyces mirabilis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001675	BGC0001675	Streptomyces griseoruber strain Sgr29 murayaquinone gene cluster, partial sequence	T2PKS	PKSother	Streptomyces griseoruber	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001677	BGC0001677	Penicillium roqueforti strain CBS221.30 mycophenolic acid biosynthesis gene cluster, partial sequence	T1PKS	PKSI	Penicillium roqueforti	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001678	BGC0001678	Symbiodinium sp. clade A Y106 DNA, scaffold314.1, whole genome shotgun sequence		Others	Symbiodinium sp. clade A Y106	Eukaryota,Sar,Alveolata,Dinophyceae,Suessiales,Symbiodiniaceae,Symbiodinium,Symbiodinium sp. clade A
BGC0001679	BGC0001679	TPA_asm: Aspergillus nidulans FGSC A4 chromosome III	NRPS	NRPS	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Nidulantes
BGC0001681	BGC0001681	Bacteroides fragilis 638R genome		Others	Bacteroides fragilis 638R	Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
BGC0001682	BGC0001682	Pseudomonas aeruginosa LESB58 complete genome sequence		Others	Pseudomonas aeruginosa LESB58	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001683	BGC0001683	Bacillus sp. 2_A_57_CT2 cont1.51, whole genome shotgun sequence		Others	Bacillus sp. 2_A_57_CT2	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0001684	BGC0001684	Klebsiella variicola strain 342, complete genome		Others	Klebsiella variicola	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella/Raoultella group,Klebsiella
BGC0001685	BGC0001685	Raoultella ornithinolytica 10-5246 cont1.17, whole genome shotgun sequence		Others	Raoultella ornithinolytica 10-5246	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella/Raoultella group,Raoultella
BGC0001686	BGC0001686	Clostridium sp. CAG:567 genomic scaffold, scf7, whole genome shotgun sequence	NRPS	NRPS	Clostridium sp. CAG:567	Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,environmental samples
BGC0001687	BGC0001687	Uncultured bacterium CSL12, partial sequence	acyl_amino_acids	Others	uncultured bacterium CSL12	Bacteria,environmental samples
BGC0001690	BGC0001690	Streptomyces gilvosporeus strain Ins1 hypothetical protein gene, complete cds; natamycin biosynthetic gene cluster, complete sequence; and hypothetical protein gene, complete cds	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces gilvosporeus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001692	BGC0001692	Xenorhabdus nematophila ATCC 19061, complete sequence	NRPS	NRPS	Xenorhabdus nematophila ATCC 19061	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0001693	BGC0001693	Micromonospora echinospora strain SCSIO 04089	T2PKS	PKSother	Micromonospora echinospora	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0001694	BGC0001694	Streptomyces koyangensis neoabyssomincin/abyssomicinbiosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces koyangensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
BGC0001695	BGC0001695	Streptomyces conglobatus strain ATCC 31005 neoantimycin biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces conglobatus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001696	BGC0001696	Streptomyces sp. DNA, neothioviridamide biosynthetic gene cluster, strain: MSB090213SC12	thioamitides.lanthipeptide-class-v	RiPPs	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001699	BGC0001699	TPA_asm: Aspergillus nidulans FGSC A4 chromosome VIII	NRPS	NRPS	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Nidulantes
BGC0001700	BGC0001700	Streptomyces sp. IMB7-145	T1PKS	PKSI	Streptomyces sp. IMB7-145	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001701	BGC0001701	Blautia obeum strain A2-162 nisin O biosynthetic gene cluster, complete sequence	lanthipeptide-class-i	RiPPs	Blautia obeum	Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia
BGC0001702	BGC0001702	Saccharothrix syringae short-chain dehydrogenase, helicase, and hypothetical protein genes, complete cds; nocamycin biosynthetic gene cluster, complete sequence; and Ohr subfamily peroxiredoxin, ubiquinone biosynthesis methyltransferase UbiE, and 2Fe-2S ferredoxin genes, complete cds	T1PKS.NRPS	PKS-NRP_Hybrids	Saccharothrix syringae	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix
BGC0001703	BGC0001703	Nostoc sp. CCAP 1453/38 putative hydrolase, NocA, NocB, putative hydrolase, NocC, NocD, NocE, NocF, NocG, NocH, NocI, NocJ, NocK, NocL, NocM, NocN, NocO, NocP, NocQ, NocR, NocS, and NocT genes, complete cds	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Nostoc sp. CCAP 1453/38	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0001704	BGC0001704	Nodularia sp. HBU26 nocuolin A putative biosynthesis gene cluster, complete sequence	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Nodularia sp. HBU26	Bacteria,Cyanobacteria,Nostocales,Aphanizomenonaceae,Nodularia
BGC0001705	BGC0001705	Nostoc sp. CENA543 nodularin gene cluster, complete sequence	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Nostoc sp. CENA543	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0001706	BGC0001706	Hypoxylon pulicicidum strain MF5954 hypothetical protein, cytochrome P450 oxygenase (nodW), cytochrome P450 oxygenase (nodR), cytochrome P450 oxygenase (nodX), FAD-dependent oxygenase (nodM), indole diterpene cyclase (nodB), FAD-dependent oxygenase (nodO), cytochrome P450 oxygenase (nodJ), geranylgeranyl transferase (nodC), FAD-dependent oxygenase (nodY1), prenyl transferase (nodD2), indole diterpene biosynthesis protein (nodD1), FAD-dependent oxygenase (nodY2), cytochrome P450 oxygenase (nodZ), and hypothetical protein genes, complete cds	terpene.indole	Others	Hypoxylon pulicicidum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Hypoxylaceae,Hypoxylon
BGC0001707	BGC0001707	Streptomyces sp. strain SCSIO 1682 molecular chaperone GroES, mobilization protein, LSU ribosomal protein L11P, and transposase genes, complete cds; nosiheptide biosynthetic gene cluster, complete sequence; and serine/threonine protein kinase, hypothetical protein, transposase, serine/threonine protein kinase, and transposase genes, complete cds	thiopeptide	RiPPs	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001708	BGC0001708	Aspergillus novofumigatus IBT 16806 P174scaffold_14, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus novofumigatus IBT 16806	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001709	BGC0001709	Streptomyces albulus nystatin gene cluster, complete sequence; and hypothetical protein genes, complete cds	T1PKS	PKSI	Streptomyces albulus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001711	BGC0001711	Burkholderia pyrrocinia strain Lyc2 contig_9, whole genome shotgun sequence	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Burkholderia pyrrocinia	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex
BGC0001712	BGC0001712	Aspergillus steynii IBT 23096 P170scaffold_7, whole genome shotgun sequence	NRPS-like.indole	Others	Aspergillus steynii IBT 23096	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0001713	BGC0001713	Brucella anthropi strain ML7 contig_67, whole genome shotgun sequence	siderophore	Others	Brucella anthropi	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,Brucella
BGC0001715	BGC0001715	Bacillus circulans Octapeptin operon, strain ATCC 31805	NRPS	NRPS	Niallia circulans	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Niallia
BGC0001716	BGC0001716	Xenorhabdus nematophila AN6/1 genome assembly XNC2, chromosome : I	NRPS	NRPS	Xenorhabdus nematophila AN6/1	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0001717	BGC0001717	Penicillium simplicissimum DNA, okaramine biosynthetic gene cluster, complete sequence, isolate: AK-40	indole.NRPS	Others	Penicillium simplicissimum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001718	BGC0001718	Aspergillus aculeatus ATCC 16872 unplaced genomic scaffold ASPACscaffold_5, whole genome shotgun sequence	indole.NRPS	Others	Aspergillus aculeatus ATCC 16872	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0001719	BGC0001719	Streptomyces olivaceus strain SCSIO T05 olimycin biosynthetic gene cluster, partial sequence	T1PKS	PKSI	Streptomyces olivaceus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001720	BGC0001720	Beauveria bassiana ARSEF 2860 unplaced genomic scaffold BBA_S00032, whole genome shotgun sequence	T1PKS	PKSI	Beauveria bassiana ARSEF 2860	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Beauveria
BGC0001721	BGC0001721	Burkholderia cepacia strain 89 ornibactin biosynthetic gene cluster, partial sequence	NRPS	NRPS	Burkholderia cepacia	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex
BGC0001722	BGC0001722	TPA_asm: Aspergillus nidulans FGSC A4 chromosome VI	T1PKS	PKSI	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Nidulantes
BGC0001723	BGC0001723	Streptomyces antibioticus strain NRRL 3238 oviedomycin biosynthetic gene cluster, complete sequence	T2PKS	PKSother	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001724	BGC0001724	Penicillium oxalicum 114-2 unplaced genomic scaffold scaffold_4, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Penicillium oxalicum 114-2	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001725	BGC0001725	Bacillus megaterium plasmid pOXTB2 oxsA, oxsB, oxrB, oxrA genes, complete cds		Others	Priestia megaterium	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Priestia
BGC0001726	BGC0001726	Streptomyces pactum strain SCSIO 02999 PTM biosynthetic gene cluster, complete sequence; and Xia gene cluster, partial sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces pactum	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001727	BGC0001727	Paenibacillus polymyxa E681, complete genome	lanthipeptide-class-i	RiPPs	Paenibacillus polymyxa E681	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0001728	BGC0001728	Paenibacillus polymyxa E681, complete sequence	NRPS-like.NRPS.transAT-PKS	PKS-NRP_Hybrids	Paenibacillus polymyxa E681	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0001729	BGC0001729	Penicillium brasilianum DNA, paraherquonin biosynthetic gene cluster, complete sequence, strain: NBRC 6234	T1PKS	PKSI	Penicillium brasilianum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001730	BGC0001730	Actinoallomurus sp. strain ID145113 NAI113-pmq gene cluster, complete sequence	T2PKS	PKSother	Actinoallomurus sp.	Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinoallomurus,unclassified Actinoallomurus
BGC0001731	BGC0001731	Streptomyces paulus strain NRRL8115 paulomycin biosynthetic gene cluster, complete sequence	PKS-like	PKSother	Streptomyces paulus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001732	BGC0001732	Streptomyces sp. YN86 paulomycin biosynthetic gene cluster, complete sequence	PKS-like	PKSother	Streptomyces sp. YN86	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001733	BGC0001733	Pleurocapsa sp. PCC 7327, complete sequence	RRE-containing.spliceotide	RiPPs	Pleurocapsa sp. PCC 7327	Bacteria,Cyanobacteria,Pleurocapsales,Hyellaceae,Pleurocapsa,unclassified Pleurocapsa
BGC0001735	BGC0001735	Streptomyces antibioticus strain NRRL 3238 pentostatin biosynthetic gene cluster, complete sequence	linaridin	RiPPs	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001736	BGC0001736	Photorhabdus luminescens subsp. laumondii TTO1 complete genome		Others	Photorhabdus laumondii subsp. laumondii TTO1	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Photorhabdus
BGC0001737	BGC0001737	Corallococcus coralloides strain Ccc1071 phenalamide biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Corallococcus coralloides	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Corallococcus
BGC0001738	BGC0001738	Pyrenochaetopsis sp. RK10-F058 DNA, phomasetin biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Pyrenochaetopsis sp.	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pyrenochaetopsidaceae,Pyrenochaetopsis,unclassified Pyrenochaetopsis
BGC0001739	BGC0001739	Streptomyces sp. NRRL F-525 contig19.1, whole genome shotgun sequence	phosphonate	Others	Streptomyces sp. NRRL F-525	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001740	BGC0001740	Streptomyces avermitilis DNA, gene cluster for phthoxazolin biosynthesis, strain: KA-320	NRPS-like.NRPS.transAT-PKS	PKS-NRP_Hybrids	Streptomyces avermitilis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001741	BGC0001741	Phyllosticta cirsii phyllostictine gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Phyllosticta cirsii	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetes incertae sedis,Botryosphaeriales,Phyllostictaceae,Phyllosticta
BGC0001742	BGC0001742	Candidatus Streptomyces philanthi bv. triangulum strain 23Af2 piericidin biosynthesic gene cluster, complete sequence	T1PKS	PKSI	Candidatus Streptomyces philanthi bv. triangulum	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001743	BGC0001743	Lactiplantibacillus plantarum strain NI326 contig_0075, whole genome shotgun sequence	RiPP-like	RiPPs	Lactiplantibacillus plantarum	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus
BGC0001745	BGC0001745	Pleurocapsa sp. PCC 7319 Pleur7319scaffold_5, whole genome shotgun sequence	spliceotide.proteusin	RiPPs	Pleurocapsa sp. PCC 7319	Bacteria,Cyanobacteria,Pleurocapsales,Hyellaceae,Pleurocapsa,unclassified Pleurocapsa
BGC0001746	BGC0001746	Streptomyces pristinaespiralis ATCC 25486 chromosome, whole genome shotgun sequence	terpene	Terpene	Streptomyces pristinaespiralis ATCC 25486	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001747	BGC0001747	Tannerella forsythia strain ATCC 43037 contig030, whole genome shotgun sequence		Others	Tannerella forsythia	Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella
BGC0001748	BGC0001748	Nostoc sp. CENA543 pseudospumigin gene cluster, complete sequence	NRPS-like.NRPS	NRPS	Nostoc sp. CENA543	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0001749	BGC0001749	Magnaporthe oryzae 70-15 chromosome 3, whole genome shotgun sequence	T1PKS	PKSI	Pyricularia oryzae 70-15	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Pyriculariaceae,Pyricularia
BGC0001750	BGC0001750	Nannocystis pusilla strain Ari7 pyrronazol biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Nannocystis pusilla	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Nannocystaceae,Nannocystis
BGC0001751	BGC0001751	Pyxidicoccus sp. MCy9557 transposase, HTH domain containing protein, and transposase genes, complete cds; pyxipyrrolone biosynthetic gene cluster, complete sequence; and endonuclease/exonuclease, sugar O-acetyltransferase, and sugar ABC transporter substrate binding protein genes, complete cds	PKS-like.NRPS.transAT-PKS	PKS-NRP_Hybrids	Pyxidicoccus sp. MCy9557	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Pyxidicoccus,unclassified Pyxidicoccus
BGC0001752	BGC0001752	Streptomyces roseifaciens strain MBT76 scaffold_3, whole genome shotgun sequence	NRPS	NRPS	Streptomyces roseifaciens	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001753	BGC0001753	Streptomyces globisporus subsp. globisporus strain NRRL B-2709 contig3.1, whole genome shotgun sequence	RiPP-like.thiopeptide	RiPPs	Streptomyces globisporus subsp. globisporus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001755	BGC0001755	Streptomyces sp. strain OUC6819 rdm biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001756	BGC0001756	Arabidopsis thaliana chromosome 3, partial sequence	terpene	Terpene	Arabidopsis thaliana	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,rosids,malvids,Brassicales,Brassicaceae,Camelineae,Arabidopsis
BGC0001757	BGC0001757	Xenorhabdus nematophila ATCC 19061 chromosome, complete genome		Others	Xenorhabdus nematophila ATCC 19061	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0001758	BGC0001758	Mycetohabitans rhizoxinica HKI 454 plasmid pBRH01, complete sequence	NRPS	NRPS	Mycetohabitans rhizoxinica HKI 454	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Mycetohabitans
BGC0001759	BGC0001759	Amycolatopsis sp. strain Hca4	NRPS-like.T1PKS	PKS-NRP_Hybrids	Amycolatopsis sp.	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,unclassified Amycolatopsis
BGC0001760	BGC0001760	Streptomyces rimosus subsp. rimosus ATCC 10970 contig00030, whole genome shotgun sequence	NRPS	NRPS	Streptomyces rimosus subsp. rimosus ATCC 10970	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001761	BGC0001761	Sorangium cellulosum strain So ce377 ripostatin biosynthetic gene cluster, complete sequence	T1PKS.PKS-like.T3PKS.transAT-PKS	PKSother	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
